=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.07 17:25:15 =~=~=~=~=~=~=~=~=~=~=~=
 t: 0.1, T: 27.38
t: 418.0, T: 69.37
t: 418.1, T: 69.37
t: 418.2, T: 69.37
t: 418.3, T: 69.29
t: 418.4, T: 69.29
t: 418.5, T: 69.37
t: 418.6, T: 69.29
t: 418.7, T: 69.37
t: 418.8, T: 69.37
t: 418.9, T: 69.37
t: 419.0, T: 69.44
t: 419.1, T: 69.44
t: 419.2, T: 69.37
t: 419.3, T: 69.44
t: 419.4, T: 69.37
t: 419.5, T: 69.44
t: 419.6, T: 69.37
t: 419.7, T: 69.37
t: 419.8, T: 69.44
t: 419.9, T: 69.44
t: 420.0, T: 69.44
t: 420.1, T: 69.44
t: 420.2, T: 69.44
t: 420.3, T: 69.44
t: 420.4, T: 69.52
t: 420.5, T: 69.44
t: 420.6, T: 69.44
t: 420.7, T: 69.44
t: 420.8, T: 69.52
t: 420.9, T: 69.52
t: 421.0, T: 69.52
t: 421.1, T: 69.52
t: 421.2, T: 69.52
t: 421.3, T: 69.52
t: 421.4, T: 69.52
t: 421.5, T: 69.52
t: 421.6, T: 69.60
t: 421.7, T: 69.60
t: 421.8, T: 69.52
t: 421.9, T: 69.60
t: 422.0, T: 69.52
t: 422.1, T: 69.52
t: 422.2, T: 69.60
t: 422.3, T: 69.60
t: 422.4, T: 69.52
t: 422.5, T: 69.52
t: 422.6, T: 69.52
t: 422.7, T: 69.60
t: 422.8, T: 69.52
t: 422.9, T: 69.52
t: 423.0, T: 69.52
t: 423.1, T: 69.52
t: 423.2, T: 69.52
t: 423.3, T: 69.52
t: 423.4, T: 69.52
t: 423.5, T: 69.52
t: 423.6, T: 69.52
t: 423.7, T: 69.52
t: 423.8, T: 69.52
t: 423.9, T: 69.44
t: 424.0, T: 69.52
t: 424.1, T: 69.60
t: 424.2, T: 69.52
t: 424.3, T: 69.52
t: 424.4, T: 69.52
t: 424.5, T: 69.52
t: 424.6, T: 69.52
t: 424.7, T: 69.44
t: 424.8, T: 69.44
t: 424.9, T: 69.52
t: 425.0, T: 69.52
t: 425.1, T: 69.44
t: 425.2, T: 69.44
t: 425.3, T: 69.44
t: 425.4, T: 69.44
t: 425.5, T: 69.52
t: 425.6, T: 69.52
t: 425.7, T: 69.52
t: 425.8, T: 69.44
t: 425.9, T: 69.52
t: 426.0, T: 69.52
t: 426.1, T: 69.44
t: 426.2, T: 69.52
t: 426.3, T: 69.52
t: 426.4, T: 69.44
t: 426.5, T: 69.52
t: 426.6, T: 69.44
t: 426.7, T: 69.44
t: 426.8, T: 69.52
t: 426.9, T: 69.52
t: 427.0, T: 69.44
t: 427.1, T: 69.52
t: 427.2, T: 69.52
t: 427.3, T: 69.52
t: 427.4, T: 69.60
t: 427.5, T: 69.52
t: 427.6, T: 69.52
t: 427.7, T: 69.52
t: 427.8, T: 69.44
t: 427.9, T: 69.60
t: 428.0, T: 69.52
t: 428.1, T: 69.60
t: 428.2, T: 69.60
t: 428.3, T: 69.60
t: 428.4, T: 69.60
t: 428.5, T: 69.60
t: 428.6, T: 69.60
t: 428.7, T: 69.60
t: 428.8, T: 69.60
t: 428.9, T: 69.60
t: 429.0, T: 69.60
t: 429.1, T: 69.68
t: 429.2, T: 69.76
t: 429.3, T: 69.68
t: 429.4, T: 69.60
t: 429.5, T: 69.68
t: 429.6, T: 69.37
t: 429.7, T: 69.37
t: 429.8, T: 69.44
t: 429.9, T: 69.44
t: 430.0, T: 69.52
t: 430.1, T: 69.44
t: 430.2, T: 69.44
t: 430.3, T: 69.44
t: 430.4, T: 69.44
t: 430.5, T: 69.44
t: 430.6, T: 69.44
t: 430.7, T: 69.52
t: 430.8, T: 69.44
t: 430.9, T: 69.44
t: 431.0, T: 69.84
t: 431.1, T: 69.84
t: 431.2, T: 69.84
t: 431.3, T: 69.84
t: 431.4, T: 69.76
t: 431.5, T: 69.84
t: 431.6, T: 69.76
t: 431.7, T: 69.76
t: 431.8, T: 69.84
t: 431.9, T: 69.84
t: 432.0, T: 69.76
t: 432.1, T: 69.84
t: 432.2, T: 69.84
t: 432.3, T: 69.84
t: 432.4, T: 69.84
t: 432.5, T: 69.52
t: 432.6, T: 69.52
t: 432.7, T: 69.52
t: 432.8, T: 69.60
t: 432.9, T: 69.52
t: 433.0, T: 69.52
t: 433.1, T: 69.52
t: 433.2, T: 69.60
t: 433.3, T: 69.52
t: 433.4, T: 69.52
t: 433.5, T: 69.52
t: 433.6, T: 69.52
t: 433.7, T: 69.44
t: 433.8, T: 69.52
t: 433.9, T: 69.84
t: 434.0, T: 69.84
t: 434.1, T: 69.76
t: 434.2, T: 69.84
t: 434.3, T: 69.84
t: 434.4, T: 69.84
t: 434.5, T: 69.76
t: 434.6, T: 69.84
t: 434.7, T: 69.76
t: 434.8, T: 69.84
t: 434.9, T: 69.76
t: 435.0, T: 69.84
t: 435.1, T: 69.84
t: 435.2, T: 69.84
t: 435.3, T: 69.52
t: 435.4, T: 69.44
t: 435.5, T: 69.52
t: 435.6, T: 69.44
t: 435.7, T: 69.44
t: 435.8, T: 69.44
t: 435.9, T: 69.44
t: 436.0, T: 69.44
t: 436.1, T: 69.44
t: 436.2, T: 69.44
t: 436.3, T: 69.44
t: 436.4, T: 69.44
t: 436.5, T: 69.44
t: 436.6, T: 69.44
t: 436.7, T: 69.44
t: 436.8, T: 69.76
t: 436.9, T: 69.68
t: 437.0, T: 69.76
t: 437.1, T: 69.68
t: 437.2, T: 69.68
t: 437.3, T: 69.68
t: 437.4, T: 69.76
t: 437.5, T: 69.68
t: 437.6, T: 69.68
t: 437.7, T: 69.68
t: 437.8, T: 69.68
t: 437.9, T: 69.68
t: 438.0, T: 69.68
t: 438.1, T: 69.68
t: 438.2, T: 69.29
t: 438.3, T: 69.29
t: 438.4, T: 69.29
t: 438.5, T: 69.37
t: 438.6, T: 69.29
t: 438.7, T: 69.29
t: 438.8, T: 69.29
t: 438.9, T: 69.29
t: 439.0, T: 69.37
t: 439.1, T: 69.29
t: 439.2, T: 69.21
t: 439.3, T: 69.29
t: 439.4, T: 69.21
t: 439.5, T: 69.29
t: 439.6, T: 69.29
t: 439.7, T: 69.52
t: 439.8, T: 69.52
t: 439.9, T: 69.52
t: 440.0, T: 69.52
t: 440.1, T: 69.52
t: 440.2, T: 69.52
t: 440.3, T: 69.52
t: 440.4, T: 69.52
t: 440.5, T: 69.52
t: 440.6, T: 69.52
t: 440.7, T: 69.52
t: 440.8, T: 69.52
t: 440.9, T: 69.52
t: 441.0, T: 69.52
t: 441.1, T: 69.21
t: 441.2, T: 69.21
t: 441.3, T: 69.13
t: 441.4, T: 69.21
t: 441.5, T: 69.21
t: 441.6, T: 69.21
t: 441.7, T: 69.21
t: 441.8, T: 69.21
t: 441.9, T: 69.13
t: 442.0, T: 69.05
t: 442.1, T: 69.13
t: 442.2, T: 69.13
t: 442.3, T: 69.13
t: 442.4, T: 69.05
t: 442.5, T: 69.44
t: 442.6, T: 69.37
t: 442.7, T: 69.44
t: 442.8, T: 69.37
t: 442.9, T: 69.37
t: 443.0, T: 69.37
t: 443.1, T: 69.37
t: 443.2, T: 69.37
t: 443.3, T: 69.37
t: 443.4, T: 69.37
t: 443.5, T: 69.37
t: 443.6, T: 69.37
t: 443.7, T: 69.37
t: 443.8, T: 69.29
t: 443.9, T: 69.37
t: 444.0, T: 69.37
t: 444.1, T: 69.29
t: 444.2, T: 69.37
t: 444.3, T: 69.29
t: 444.4, T: 69.37
t: 444.5, T: 69.37
t: 444.6, T: 69.29
t: 444.7, T: 69.37
t: 444.8, T: 69.21
t: 444.9, T: 69.37
t: 445.0, T: 69.29
t: 445.1, T: 69.37
t: 445.2, T: 69.29
t: 445.3, T: 69.29
t: 445.4, T: 69.37
t: 445.5, T: 69.29
t: 445.6, T: 69.29
t: 445.7, T: 69.37
t: 445.8, T: 69.37
t: 445.9, T: 69.37
t: 446.0, T: 69.37
t: 446.1, T: 69.29
t: 446.2, T: 69.37
t: 446.3, T: 69.37
t: 446.4, T: 69.29
t: 446.5, T: 69.29
t: 446.6, T: 69.37
t: 446.7, T: 69.37
t: 446.8, T: 69.37
t: 446.9, T: 69.37
t: 447.0, T: 69.37
t: 447.1, T: 69.37
t: 447.2, T: 69.37
t: 447.3, T: 69.37
t: 447.4, T: 69.37
t: 447.5, T: 69.37
t: 447.6, T: 69.37
t: 447.7, T: 69.37
t: 447.8, T: 69.37
t: 447.9, T: 69.37
t: 448.0, T: 69.37
t: 448.1, T: 69.37
t: 448.2, T: 69.37
t: 448.3, T: 69.44
t: 448.4, T: 69.44
t: 448.5, T: 69.44
t: 448.6, T: 69.44
t: 448.7, T: 69.44
t: 448.8, T: 69.37
t: 448.9, T: 69.44
t: 449.0, T: 69.44
t: 449.1, T: 69.44
t: 449.2, T: 69.44
t: 449.3, T: 69.52
t: 449.4, T: 69.52
t: 449.5, T: 69.44
t: 449.6, T: 69.44
t: 449.7, T: 69.52
t: 449.8, T: 69.44
t: 449.9, T: 69.52
t: 450.0, T: 69.44
t: 450.1, T: 69.44
t: 450.2, T: 69.44
t: 450.3, T: 69.52
t: 450.4, T: 69.44
t: 450.5, T: 69.52
t: 450.6, T: 69.52
t: 450.7, T: 69.52
t: 450.8, T: 69.44
t: 450.9, T: 69.44
t: 451.0, T: 69.52
t: 451.1, T: 69.52
t: 451.2, T: 69.52
t: 451.3, T: 69.52
t: 451.4, T: 69.52
t: 451.5, T: 69.52
t: 451.6, T: 69.52
t: 451.7, T: 69.52
t: 451.8, T: 69.44
t: 451.9, T: 69.52
t: 452.0, T: 69.44
t: 452.1, T: 69.52
t: 452.2, T: 69.44
t: 452.3, T: 69.52
t: 452.4, T: 69.60
t: 452.5, T: 69.52
t: 452.6, T: 69.52
t: 452.7, T: 69.52
t: 452.8, T: 69.52
t: 452.9, T: 69.60
t: 453.0, T: 69.52
t: 453.1, T: 69.60
t: 453.2, T: 69.52
t: 453.3, T: 69.60
t: 453.4, T: 69.60
t: 453.5, T: 69.60
t: 453.6, T: 69.52
t: 453.7, T: 69.60
t: 453.8, T: 69.60
t: 453.9, T: 69.68
t: 454.0, T: 69.68
t: 454.1, T: 69.60
t: 454.2, T: 69.68
t: 454.3, T: 69.68
t: 454.4, T: 69.68
t: 454.5, T: 69.68
t: 454.6, T: 69.68
t: 454.7, T: 69.76
t: 454.8, T: 69.76
t: 454.9, T: 69.76
t: 455.0, T: 69.76
t: 455.1, T: 69.76
t: 455.2, T: 69.76
t: 455.3, T: 69.76
t: 455.4, T: 69.84
t: 455.5, T: 69.37
t: 455.6, T: 69.44
t: 455.7, T: 69.44
t: 455.8, T: 69.52
t: 455.9, T: 69.44
t: 456.0, T: 69.52
t: 456.1, T: 69.44
t: 456.2, T: 69.44
t: 456.3, T: 69.52
t: 456.4, T: 69.52
t: 456.5, T: 69.44
t: 456.6, T: 69.52
t: 456.7, T: 69.44
t: 456.8, T: 69.44
t: 456.9, T: 69.84
t: 457.0, T: 69.92
t: 457.1, T: 69.84
t: 457.2, T: 69.84
t: 457.3, T: 69.84
t: 457.4, T: 69.84
t: 457.5, T: 69.84
t: 457.6, T: 69.84
t: 457.7, T: 69.84
t: 457.8, T: 69.84
t: 457.9, T: 69.84
t: 458.0, T: 69.84
t: 458.1, T: 69.84
t: 458.2, T: 69.84
t: 458.3, T: 69.84
t: 458.4, T: 69.52
t: 458.5, T: 69.52
t: 458.6, T: 69.52
t: 458.7, T: 69.52
t: 458.8, T: 69.52
t: 458.9, T: 69.52
t: 459.0, T: 69.44
t: 459.1, T: 69.52
t: 459.2, T: 69.44
t: 459.3, T: 69.52
t: 459.4, T: 69.52
t: 459.5, T: 69.52
t: 459.6, T: 69.44
t: 459.7, T: 69.52
t: 459.8, T: 69.84
t: 459.9, T: 69.76
t: 460.0, T: 69.84
t: 460.1, T: 69.84
t: 460.2, T: 69.76
t: 460.3, T: 69.76
t: 460.4, T: 69.76
t: 460.5, T: 69.76
t: 460.6, T: 69.76
t: 460.7, T: 69.76
t: 460.8, T: 69.76
t: 460.9, T: 69.76
t: 461.0, T: 69.84
t: 461.1, T: 69.76
t: 461.2, T: 69.76
t: 461.3, T: 69.44
t: 461.4, T: 69.37
t: 461.5, T: 69.44
t: 461.6, T: 69.44
t: 461.7, T: 69.37
t: 461.8, T: 69.52
t: 461.9, T: 69.44
t: 462.0, T: 69.37
t: 462.1, T: 69.44
t: 462.2, T: 69.44
t: 462.3, T: 69.37
t: 462.4, T: 69.37
t: 462.5, T: 69.44
t: 462.6, T: 69.37
t: 462.7, T: 69.68
t: 462.8, T: 69.68
t: 462.9, T: 69.68
t: 463.0, T: 69.68
t: 463.1, T: 69.60
t: 463.2, T: 69.68
t: 463.3, T: 69.68
t: 463.4, T: 69.68
t: 463.5, T: 69.60
t: 463.6, T: 69.60
t: 463.7, T: 69.60
t: 463.8, T: 69.60
t: 463.9, T: 69.60
t: 464.0, T: 69.60
t: 464.1, T: 69.60
t: 464.2, T: 69.68
t: 464.3, T: 69.68
t: 464.4, T: 69.52
t: 464.5, T: 69.60
t: 464.6, T: 69.60
t: 464.7, T: 69.60
t: 464.8, T: 69.60
t: 464.9, T: 69.60
t: 465.0, T: 69.60
t: 465.1, T: 69.60
t: 465.2, T: 69.60
t: 465.3, T: 69.60
t: 465.4, T: 69.60
t: 465.5, T: 69.60
t: 465.6, T: 69.60
t: 465.7, T: 69.68
t: 465.8, T: 69.52
t: 465.9, T: 69.60
t: 466.0, T: 69.60
t: 466.1, T: 69.60
t: 466.2, T: 69.60
t: 466.3, T: 69.60
t: 466.4, T: 69.60
t: 466.5, T: 69.60
t: 466.6, T: 69.60
t: 466.7, T: 69.60
t: 466.8, T: 69.68
t: 466.9, T: 69.68
t: 467.0, T: 69.60
t: 467.1, T: 69.68
t: 467.2, T: 69.68
t: 467.3, T: 69.68
t: 467.4, T: 69.60
t: 467.5, T: 69.68
t: 467.6, T: 69.68
t: 467.7, T: 69.68
t: 467.8, T: 69.68
t: 467.9, T: 69.68
t: 468.0, T: 69.68
t: 468.1, T: 69.68
t: 468.2, T: 69.68
t: 468.3, T: 69.68
t: 468.4, T: 69.68
t: 468.5, T: 69.68
t: 468.6, T: 69.68
t: 468.7, T: 69.76
t: 468.8, T: 69.68
t: 468.9, T: 69.76
t: 469.0, T: 69.76
t: 469.1, T: 69.76
t: 469.2, T: 69.76
t: 469.3, T: 69.76
t: 469.4, T: 69.76
t: 469.5, T: 69.76
t: 469.6, T: 69.76
t: 469.7, T: 69.76
t: 469.8, T: 69.84
t: 469.9, T: 69.44
t: 470.0, T: 69.52
t: 470.1, T: 69.44
t: 470.2, T: 69.52
t: 470.3, T: 69.52
t: 470.4, T: 69.52
t: 470.5, T: 69.44
t: 470.6, T: 69.44
t: 470.7, T: 69.52
t: 470.8, T: 69.44
t: 470.9, T: 69.52
t: 471.0, T: 69.44
t: 471.1, T: 69.44
t: 471.2, T: 69.44
t: 471.3, T: 69.44
t: 471.4, T: 69.84
t: 471.5, T: 69.84
t: 471.6, T: 69.76
t: 471.7, T: 69.84
t: 471.8, T: 69.76
t: 471.9, T: 69.76
t: 472.0, T: 69.76
t: 472.1, T: 69.84
t: 472.2, T: 69.76
t: 472.3, T: 69.76
t: 472.4, T: 69.84
t: 472.5, T: 69.76
t: 472.6, T: 69.68
t: 472.7, T: 69.76
t: 472.8, T: 69.44
t: 472.9, T: 69.44
t: 473.0, T: 69.44
t: 473.1, T: 69.44
t: 473.2, T: 69.44
t: 473.3, T: 69.44
t: 473.4, T: 69.44
t: 473.5, T: 69.44
t: 473.6, T: 69.44
t: 473.7, T: 69.44
t: 473.8, T: 69.37
t: 473.9, T: 69.44
t: 474.0, T: 69.44
t: 474.1, T: 69.37
t: 474.2, T: 69.76
t: 474.3, T: 69.68
t: 474.4, T: 69.68
t: 474.5, T: 69.68
t: 474.6, T: 69.68
t: 474.7, T: 69.68
t: 474.8, T: 69.68
t: 474.9, T: 69.68
t: 475.0, T: 69.68
t: 475.1, T: 69.68
t: 475.2, T: 69.68
t: 475.3, T: 69.68
t: 475.4, T: 69.68
t: 475.5, T: 69.68
t: 475.6, T: 69.68
t: 475.7, T: 69.29
t: 475.8, T: 69.29
t: 475.9, T: 69.29
t: 476.0, T: 69.37
t: 476.1, T: 69.29
t: 476.2, T: 69.37
t: 476.3, T: 69.37
t: 476.4, T: 69.29
t: 476.5, T: 69.29
t: 476.6, T: 69.37
t: 476.7, T: 69.37
t: 476.8, T: 69.29
t: 476.9, T: 69.29
t: 477.0, T: 69.29
t: 477.1, T: 69.68
t: 477.2, T: 69.60
t: 477.3, T: 69.68
t: 477.4, T: 69.60
t: 477.5, T: 69.60
t: 477.6, T: 69.60
t: 477.7, T: 69.60
t: 477.8, T: 69.60
t: 477.9, T: 69.60
t: 478.0, T: 69.52
t: 478.1, T: 69.60
t: 478.2, T: 69.52
t: 478.3, T: 69.52
t: 478.4, T: 69.52
t: 478.5, T: 69.60
t: 478.6, T: 69.21
t: 478.7, T: 69.29
t: 478.8, T: 69.21
t: 478.9, T: 69.21
t: 479.0, T: 69.21
t: 479.1, T: 69.21
t: 479.2, T: 69.13
t: 479.3, T: 69.21
t: 479.4, T: 69.21
t: 479.5, T: 69.21
t: 479.6, T: 69.21
t: 479.7, T: 69.13
t: 479.8, T: 69.13
t: 479.9, T: 69.13
t: 480.0, T: 69.44
t: 480.1, T: 69.44
t: 480.2, T: 69.44
t: 480.3, T: 69.44
t: 480.4, T: 69.44
t: 480.5, T: 69.37
t: 480.6, T: 69.37
t: 480.7, T: 69.44
t: 480.8, T: 69.37
t: 480.9, T: 69.37
t: 481.0, T: 69.37
t: 481.1, T: 69.29
t: 481.2, T: 69.29
t: 481.3, T: 69.37
t: 481.4, T: 69.29
t: 481.5, T: 69.29
t: 481.6, T: 69.37
t: 481.7, T: 69.29
t: 481.8, T: 69.29
t: 481.9, T: 69.29
t: 482.0, T: 69.29
t: 482.1, T: 69.29
t: 482.2, T: 69.37
t: 482.3, T: 69.29
t: 482.4, T: 69.29
t: 482.5, T: 69.13
t: 482.6, T: 69.29
t: 482.7, T: 69.21
t: 482.8, T: 69.29
t: 482.9, T: 69.21
t: 483.0, T: 69.29
t: 483.1, T: 69.21
t: 483.2, T: 69.21
t: 483.3, T: 69.29
t: 483.4, T: 69.21
t: 483.5, T: 69.21
t: 483.6, T: 69.29
t: 483.7, T: 69.21
t: 483.8, T: 69.21
t: 483.9, T: 69.21
t: 484.0, T: 69.21
t: 484.1, T: 69.21
t: 484.2, T: 69.21
t: 484.3, T: 69.21
t: 484.4, T: 69.21
t: 484.5, T: 69.21
t: 484.6, T: 69.29
t: 484.7, T: 69.21
t: 484.8, T: 69.21
t: 484.9, T: 69.21
t: 485.0, T: 69.29
t: 485.1, T: 69.21
t: 485.2, T: 69.21
t: 485.3, T: 69.21
t: 485.4, T: 69.21
t: 485.5, T: 69.21
t: 485.6, T: 69.21
t: 485.7, T: 69.29
t: 485.8, T: 69.29
t: 485.9, T: 69.29
t: 486.0, T: 69.29
t: 486.1, T: 69.29
t: 486.2, T: 69.21
t: 486.3, T: 69.21
t: 486.4, T: 69.29
t: 486.5, T: 69.29
t: 486.6, T: 69.29
t: 486.7, T: 69.29
t: 486.8, T: 69.29
t: 486.9, T: 69.29
t: 487.0, T: 69.29
t: 487.1, T: 69.29
t: 487.2, T: 69.29
t: 487.3, T: 69.37
t: 487.4, T: 69.29
t: 487.5, T: 69.29
t: 487.6, T: 69.29
t: 487.7, T: 69.37
t: 487.8, T: 69.29
t: 487.9, T: 69.37
t: 488.0, T: 69.29
t: 488.1, T: 69.29
t: 488.2, T: 69.37
t: 488.3, T: 69.29
t: 488.4, T: 69.37
t: 488.5, T: 69.29
t: 488.6, T: 69.37
t: 488.7, T: 69.29
t: 488.8, T: 69.37
t: 488.9, T: 69.29
t: 489.0, T: 69.37
t: 489.1, T: 69.37
t: 489.2, T: 69.37
t: 489.3, T: 69.37
t: 489.4, T: 69.37
t: 489.5, T: 69.37
t: 489.6, T: 69.37
t: 489.7, T: 69.37
t: 489.8, T: 69.37
t: 489.9, T: 69.37
t: 490.0, T: 69.37
t: 490.1, T: 69.37
t: 490.2, T: 69.37
t: 490.3, T: 69.37
t: 490.4, T: 69.29
t: 490.5, T: 69.37
t: 490.6, T: 69.37
t: 490.7, T: 69.37
t: 490.8, T: 69.44
t: 490.9, T: 69.44
t: 491.0, T: 69.37
t: 491.1, T: 69.44
t: 491.2, T: 69.44
t: 491.3, T: 69.44
t: 491.4, T: 69.44
t: 491.5, T: 69.44
t: 491.6, T: 69.44
t: 491.7, T: 69.44
t: 491.8, T: 69.52
t: 491.9, T: 69.52
t: 492.0, T: 69.52
t: 492.1, T: 69.52
t: 492.2, T: 69.60
t: 492.3, T: 69.52
t: 492.4, T: 69.52
t: 492.5, T: 69.60
t: 492.6, T: 69.52
t: 492.7, T: 69.60
t: 492.8, T: 69.60
t: 492.9, T: 69.60
t: 493.0, T: 69.60
t: 493.1, T: 69.68
t: 493.2, T: 69.60
t: 493.3, T: 69.60
t: 493.4, T: 69.60
t: 493.5, T: 69.60
t: 493.6, T: 69.68
t: 493.7, T: 69.68
t: 493.8, T: 69.68
t: 493.9, T: 69.68
t: 494.0, T: 69.68
t: 494.1, T: 69.68
t: 494.2, T: 69.68
t: 494.3, T: 69.68
t: 494.4, T: 69.68
t: 494.5, T: 69.68
t: 494.6, T: 69.76
t: 494.7, T: 69.68
t: 494.8, T: 69.76
t: 494.9, T: 69.76
t: 495.0, T: 69.76
t: 495.1, T: 69.76
t: 495.2, T: 69.76
t: 495.3, T: 69.76
t: 495.4, T: 69.84
t: 495.5, T: 69.84
t: 495.6, T: 69.84
t: 495.7, T: 69.84
t: 495.8, T: 69.84
t: 495.9, T: 69.44
t: 496.0, T: 69.52
t: 496.1, T: 69.52
t: 496.2, T: 69.52
t: 496.3, T: 69.52
t: 496.4, T: 69.60
t: 496.5, T: 69.52
t: 496.6, T: 69.52
t: 496.7, T: 69.60
t: 496.8, T: 69.52
t: 496.9, T: 69.52
t: 497.0, T: 69.52
t: 497.1, T: 69.52
t: 497.2, T: 69.60
t: 497.3, T: 69.92
t: 497.4, T: 69.92
t: 497.5, T: 69.92
t: 497.6, T: 69.92
t: 497.7, T: 69.84
t: 497.8, T: 69.92
t: 497.9, T: 69.92
t: 498.0, T: 69.92
t: 498.1, T: 69.92
t: 498.2, T: 69.84
t: 498.3, T: 69.92
t: 498.4, T: 69.92
t: 498.5, T: 70.00
t: 498.6, T: 69.92
t: 498.7, T: 69.60
t: 498.8, T: 69.60
t: 498.9, T: 69.52
t: 499.0, T: 69.60
t: 499.1, T: 69.60
t: 499.2, T: 69.60
t: 499.3, T: 69.60
t: 499.4, T: 69.60
t: 499.5, T: 69.60
t: 499.6, T: 69.52
t: 499.7, T: 69.60
t: 499.8, T: 69.60
t: 499.9, T: 69.60
t: 500.0, T: 69.60
t: 500.1, T: 69.60
t: 500.2, T: 70.00
t: 500.3, T: 69.92
t: 500.4, T: 69.84
t: 500.5, T: 69.92
t: 500.6, T: 69.92
t: 500.7, T: 69.92
t: 500.8, T: 69.92
t: 500.9, T: 69.92
t: 501.0, T: 69.92
t: 501.1, T: 69.84
t: 501.2, T: 69.92
t: 501.3, T: 69.92
t: 501.4, T: 69.92
t: 501.5, T: 69.92
t: 501.6, T: 69.60
t: 501.7, T: 69.60
t: 501.8, T: 69.60
t: 501.9, T: 69.60
t: 502.0, T: 69.60
t: 502.1, T: 69.60
t: 502.2, T: 69.60
t: 502.3, T: 69.60
t: 502.4, T: 69.52
t: 502.5, T: 69.52
t: 502.6, T: 69.52
t: 502.7, T: 69.52
t: 502.8, T: 69.60
t: 502.9, T: 69.60
t: 503.0, T: 69.60
t: 503.1, T: 69.84
t: 503.2, T: 69.84
t: 503.3, T: 69.84
t: 503.4, T: 69.92
t: 503.5, T: 69.84
t: 503.6, T: 69.84
t: 503.7, T: 69.84
t: 503.8, T: 69.84
t: 503.9, T: 69.84
t: 504.0, T: 69.84
t: 504.1, T: 69.84
t: 504.2, T: 69.84
t: 504.3, T: 69.84
t: 504.4, T: 69.84
t: 504.5, T: 69.44
t: 504.6, T: 69.44
t: 504.7, T: 69.44
t: 504.8, T: 69.44
t: 504.9, T: 69.44
t: 505.0, T: 69.44
t: 505.1, T: 69.44
t: 505.2, T: 69.37
t: 505.3, T: 69.44
t: 505.4, T: 69.37
t: 505.5, T: 69.37
t: 505.6, T: 69.29
t: 505.7, T: 69.37
t: 505.8, T: 69.37
t: 505.9, T: 69.68
t: 506.0, T: 69.68
t: 506.1, T: 69.52
t: 506.2, T: 69.68
t: 506.3, T: 69.52
t: 506.4, T: 69.60
t: 506.5, T: 69.52
t: 506.6, T: 69.60
t: 506.7, T: 69.52
t: 506.8, T: 69.52
t: 506.9, T: 69.44
t: 507.0, T: 69.44
t: 507.1, T: 69.52
t: 507.2, T: 69.52
t: 507.3, T: 69.52
t: 507.4, T: 69.52
t: 507.5, T: 69.52
t: 507.6, T: 69.44
t: 507.7, T: 69.44
t: 507.8, T: 69.44
t: 507.9, T: 69.44
t: 508.0, T: 69.44
t: 508.1, T: 69.44
t: 508.2, T: 69.44
t: 508.3, T: 69.44
t: 508.4, T: 69.44
t: 508.5, T: 69.44
t: 508.6, T: 69.44
t: 508.7, T: 69.44
t: 508.8, T: 69.44
t: 508.9, T: 69.52
t: 509.0, T: 69.44
t: 509.1, T: 69.44
t: 509.2, T: 69.44
t: 509.3, T: 69.44
t: 509.4, T: 69.44
t: 509.5, T: 69.37
t: 509.6, T: 69.44
t: 509.7, T: 69.44
t: 509.8, T: 69.44
t: 509.9, T: 69.44
t: 510.0, T: 69.44
t: 510.1, T: 69.44
t: 510.2, T: 69.44
t: 510.3, T: 69.44
t: 510.4, T: 69.44
t: 510.5, T: 69.44
t: 510.6, T: 69.44
t: 510.7, T: 69.37
t: 510.8, T: 69.44
t: 510.9, T: 69.37
t: 511.0, T: 69.44
t: 511.1, T: 69.44
t: 511.2, T: 69.44
t: 511.3, T: 69.44
t: 511.4, T: 69.37
t: 511.5, T: 69.44
t: 511.6, T: 69.44
t: 511.7, T: 69.44
t: 511.8, T: 69.44
t: 511.9, T: 69.44
t: 512.0, T: 69.44
t: 512.1, T: 69.44
t: 512.2, T: 69.44
t: 512.3, T: 69.44
t: 512.4, T: 69.44
t: 512.5, T: 69.44
t: 512.6, T: 69.44
t: 512.7, T: 69.44
t: 512.8, T: 69.52
t: 512.9, T: 69.44
t: 513.0, T: 69.44
t: 513.1, T: 69.44
t: 513.2, T: 69.44
t: 513.3, T: 69.44
t: 513.4, T: 69.52
t: 513.5, T: 69.44
t: 513.6, T: 69.52
t: 513.7, T: 69.52
t: 513.8, T: 69.52
t: 513.9, T: 69.52
t: 514.0, T: 69.52
t: 514.1, T: 69.52
t: 514.2, T: 69.52
t: 514.3, T: 69.44
t: 514.4, T: 69.52
t: 514.5, T: 69.52
t: 514.6, T: 69.60
t: 514.7, T: 69.60
t: 514.8, T: 69.52
t: 514.9, T: 69.60
t: 515.0, T: 69.52
t: 515.1, T: 69.60
t: 515.2, T: 69.60
t: 515.3, T: 69.68
t: 515.4, T: 69.60
t: 515.5, T: 69.68
t: 515.6, T: 69.68
t: 515.7, T: 69.68
t: 515.8, T: 69.68
t: 515.9, T: 69.68
t: 516.0, T: 69.68
t: 516.1, T: 69.76
t: 516.2, T: 69.76
t: 516.3, T: 69.76
t: 516.4, T: 69.76
t: 516.5, T: 69.76
t: 516.6, T: 69.76
t: 516.7, T: 69.84
t: 516.8, T: 69.84
t: 516.9, T: 69.84
t: 517.0, T: 69.84
t: 517.1, T: 69.84
t: 517.2, T: 69.84
t: 517.3, T: 69.84
